Transaction Date,Local Authority Establishment,Benificiary (Merchant),Amount,Unrecoverable VAT,Expenditure Purpose,Merchant Category
05/03/2020,DCC-PENINSULA PEN-CP0687065GBP,N DEVON REG OFFI,22,0,Training and Educational,Colleges & universities
06/03/2020,DCC-PENINSULA PEN-CP0687065GBP,SOMERSET COUNTY COUNCI,11,0,Statutory Bodies,Government services
06/03/2020,DCC-PENINSULA PEN-CP0687065GBP,SOMERSET COUNTY COUNCI,-11,0,Statutory Bodies,Government services
12/03/2020,DCC-PENINSULA PEN-CP0687065GBP,SOMERSET COUNTY COUNCI,11,0,Statutory Bodies,Government services
13/03/2020,DCC-PENINSULA PEN-CP0687065GBP,HAMPSHIRE COUNTY COUNC,11,0,Statutory Bodies,Government services
17/03/2020,DCC-PENINSULA PEN-CP0687065GBP,GEN REGISTER OFFICE,28,0,Statutory Bodies,Government services
19/03/2020,DCC-PENINSULA PEN-CP0687065GBP,GEN REGISTER OFFICE,28,0,Statutory Bodies,Government services
27/02/2020,DCC-RFI TEIGNBR-CP0687793GBP,STAGECOACH BUS,30,0,Travel - Air/Rail/Road,"Buses, charter & tour"
09/03/2020,DCC-RFI TEIGNBR-CP0687793GBP,STAGECOACH BUS,30,0,Travel - Air/Rail/Road,"Buses, charter & tour"
12/03/2020,DCC-RFI TEIGNBR-CP0687793GBP,WWW.AAT-ORG.UK,147,0,Professional Services,Accountants & auditors
12/03/2020,DCC-RFI TEIGNBR-CP0687793GBP,WWW.TEIGNBRIDGE.GOV.UK,560,0,Statutory Bodies,Government services
12/03/2020,DCC-RFI TEIGNBR-CP0687793GBP,WWW.TEIGNBRIDGE.GOV.UK,560,0,Statutory Bodies,Government services
12/03/2020,DCC-RFI TEIGNBR-CP0687793GBP,WWW.TEIGNBRIDGE.GOV.UK,560,0,Statutory Bodies,Government services
12/03/2020,DCC-RFI TEIGNBR-CP0687793GBP,WWW.TEIGNBRIDGE.GOV.UK,560,0,Statutory Bodies,Government services
12/03/2020,DCC-RFI TEIGNBR-CP0687793GBP,WWW.TEIGNBRIDGE.GOV.UK,560,0,Statutory Bodies,Government services
12/03/2020,DCC-RFI TEIGNBR-CP0687793GBP,WWW.TEIGNBRIDGE.GOV.UK,660,0,Statutory Bodies,Government services
12/03/2020,DCC-RFI TEIGNBR-CP0687793GBP,WWW.TEIGNBRIDGE.GOV.UK,560,0,Statutory Bodies,Government services
12/03/2020,DCC-RFI TEIGNBR-CP0687793GBP,WWW.TEIGNBRIDGE.GOV.UK,560,0,Statutory Bodies,Government services
12/03/2020,DCC-RFI TEIGNBR-CP0687793GBP,WWW.TEIGNBRIDGE.GOV.UK,560,0,Statutory Bodies,Government services
12/03/2020,DCC-RFI TEIGNBR-CP0687793GBP,WWW.TEIGNBRIDGE.GOV.UK,560,0,Statutory Bodies,Government services
12/03/2020,DCC-RFI TEIGNBR-CP0687793GBP,WWW.TEIGNBRIDGE.GOV.UK,560,0,Statutory Bodies,Government services
12/03/2020,DCC-RFI TEIGNBR-CP0687793GBP,WWW.TEIGNBRIDGE.GOV.UK,560,0,Statutory Bodies,Government services
12/03/2020,DCC-RFI TEIGNBR-CP0687793GBP,WWW.TEIGNBRIDGE.GOV.UK,560,0,Statutory Bodies,Government services
12/03/2020,DCC-RFI TEIGNBR-CP0687793GBP,WWW.TEIGNBRIDGE.GOV.UK,560,0,Statutory Bodies,Government services
12/03/2020,DCC-RFI TEIGNBR-CP0687793GBP,WWW.TEIGNBRIDGE.GOV.UK,560,0,Statutory Bodies,Government services
12/03/2020,DCC-RFI TEIGNBR-CP0687793GBP,WWW.TEIGNBRIDGE.GOV.UK,560,0,Statutory Bodies,Government services
12/03/2020,DCC-RFI TEIGNBR-CP0687793GBP,WWW.TEIGNBRIDGE.GOV.UK,560,0,Statutory Bodies,Government services
12/03/2020,DCC-RFI TEIGNBR-CP0687793GBP,WWW.TEIGNBRIDGE.GOV.UK,560,0,Statutory Bodies,Government services
24/02/2020,DCC-SHIRWELL PRIM-CP0693242GBP,TESCO STORE 2083,4.7,0,General Retail and Wholesale,Grocery stores
24/02/2020,DCC-SHIRWELL PRIM-CP0693242GBP,TESCO STORES 6269,24.11,0,General Retail and Wholesale,Grocery stores
25/02/2020,DCC-SHIRWELL PRIM-CP0693242GBP,RC AND P WITHECOMBE,24.13,0,Catering and Catering Supplies,"Freezer, meat suppliers"
26/02/2020,DCC-SHIRWELL PRIM-CP0693242GBP,WWW.GREENGARDENER.CO.U,38.49,0,Estate and Garden Services,Lawn & garden supply/nursery
03/03/2020,DCC-SHIRWELL PRIM-CP0693242GBP,TESCO STORES 6269,36.84,0,General Retail and Wholesale,Grocery stores
04/03/2020,DCC-SHIRWELL PRIM-CP0693242GBP,RC AND P WITHECOMBE,7.5,0,Catering and Catering Supplies,"Freezer, meat suppliers"
05/03/2020,DCC-SHIRWELL PRIM-CP0693242GBP,AMZNMktplace,43.51,0,General Retail and Wholesale,Miscellaneous retail
05/03/2020,DCC-SHIRWELL PRIM-CP0693242GBP,AMZNMktplace,21.98,0,General Retail and Wholesale,Miscellaneous retail
05/03/2020,DCC-SHIRWELL PRIM-CP0693242GBP,Twinkl Limited,71.16,0,Training and Educational,Schools
06/03/2020,DCC-SHIRWELL PRIM-CP0693242GBP,MARTIN MCCOLL,2.2,0,Catering and Catering Supplies,Misc Food stores
09/03/2020,DCC-SHIRWELL PRIM-CP0693242GBP,TESCO STORE 2083,25.87,0,General Retail and Wholesale,Grocery stores
10/03/2020,DCC-SHIRWELL PRIM-CP0693242GBP,Twinkl Limited,29.25,0,Training and Educational,Schools
11/03/2020,DCC-SHIRWELL PRIM-CP0693242GBP,ASDA  STORES 4399,7.92,0,General Retail and Wholesale,Grocery stores
15/03/2020,DCC-SHIRWELL PRIM-CP0693242GBP,HOME BARGAINS,3.88,0,General Retail and Wholesale,Hardware stores
16/03/2020,DCC-SHIRWELL PRIM-CP0693242GBP,TESCO STORES 6269,24.94,0,General Retail and Wholesale,Grocery stores
17/03/2020,DCC-SHIRWELL PRIM-CP0693242GBP,RC AND P WITHECOMBE,18.29,0,Catering and Catering Supplies,"Freezer, meat suppliers"
17/03/2020,DCC-SHIRWELL PRIM-CP0693242GBP,TESCO STORE 2083,4.14,0,General Retail and Wholesale,Grocery stores
27/02/2020,DCC-SOUTH MOLTON INF-C0595442,TESCO STORE 2083,77.74,0,General Retail and Wholesale,Grocery stores
11/03/2020,DCC-SOUTH MOLTON INF-C0595442,WWW.INSECTLORE-EUROPE.CO,2.99,0,Mail Order / Direct Selling,Catalogue sales
17/03/2020,DCC-SOUTHBROOK SC-CP0693353GBP,ARGOS EXETER PINHO,92.99,0,General Retail and Wholesale,Discount stores
17/03/2020,DCC-SOUTHBROOK SC-CP0693353GBP,ARGOS LTD,79.99,0,General Retail and Wholesale,Discount stores
17/03/2020,DCC-SOUTHBROOK SC-CP0693353GBP,ARGOS LTD,89.99,0,General Retail and Wholesale,Discount stores
17/03/2020,DCC-SOUTHBROOK SC-CP0693353GBP,CARPHONE WAREHOUSE,294.98,0,Telecommunication Services,Phone equipment & sales
24/02/2020,DCC-SOUTHMEAD PRI-CP0752476GBP,APPLE.COM/BILL,19.99,0,General Retail and Wholesale,Record shops
24/02/2020,DCC-SOUTHMEAD PRI-CP0752476GBP,TESCO STORES 5850,30.96,0,General Retail and Wholesale,Grocery stores
26/02/2020,DCC-SOUTHMEAD PRI-CP0752476GBP,TESCO STORES 6269,61.04,0,General Retail and Wholesale,Grocery stores
26/02/2020,DCC-SOUTHMEAD PRI-CP0752476GBP,KITRONIK LTD,140.4,0,Training and Educational,Schools
27/02/2020,DCC-SOUTHMEAD PRI-CP0752476GBP,APPLE.COM/BILL,49.99,0,General Retail and Wholesale,Record shops
02/03/2020,DCC-SOUTHMEAD PRI-CP0752476GBP,TESCO STORES 5850,25.16,0,General Retail and Wholesale,Grocery stores
03/03/2020,DCC-SOUTHMEAD PRI-CP0752476GBP,CO-OP GROUP 070539,13.66,0,General Retail and Wholesale,Grocery stores
03/03/2020,DCC-SOUTHMEAD PRI-CP0752476GBP,CO-OP GROUP 070539,3,0,General Retail and Wholesale,Grocery stores
03/03/2020,DCC-SOUTHMEAD PRI-CP0752476GBP,Creativ Company,25.49,0,General Retail and Wholesale,"Hobby, toy & game shops"
04/03/2020,DCC-SOUTHMEAD PRI-CP0752476GBP,TESCO STORES 5850,72,0,General Retail and Wholesale,Grocery stores
08/03/2020,DCC-SOUTHMEAD PRI-CP0752476GBP,TESCO STORES 5850,74.25,0,General Retail and Wholesale,Grocery stores
08/03/2020,DCC-SOUTHMEAD PRI-CP0752476GBP,PAYPAL  EBAY EBAY EBAY,14,0,General Retail and Wholesale,Used merchandise stores
09/03/2020,DCC-SOUTHMEAD PRI-CP0752476GBP,TESCO STORES 5850,25.07,0,General Retail and Wholesale,Grocery stores
11/03/2020,DCC-SOUTHMEAD PRI-CP0752476GBP,Amazon.co.uk,-25.97,0,Mail Order / Direct Selling,Direct sales companies
11/03/2020,DCC-SOUTHMEAD PRI-CP0752476GBP,Amazon.co.uk 2B0419T05,25.97,0,Mail Order / Direct Selling,Direct sales companies
11/03/2020,DCC-SOUTHMEAD PRI-CP0752476GBP,Amazon.co.uk C007O2MF5,25.97,0,Mail Order / Direct Selling,Direct sales companies
16/03/2020,DCC-SOUTHMEAD PRI-CP0752476GBP,TESCO STORES 5850,30.65,0,General Retail and Wholesale,Grocery stores
21/02/2020,DCC-STOKE HILL IN-CP0711144GBP,EXETER FABRICS LTD,12.19,0,General Retail and Wholesale,Fabric and sewing shops
26/02/2020,DCC-STOKE HILL IN-CP0711144GBP,TWINKL LTD,74.88,0,Clubs/Associations/Organisations,Membership organisations
06/03/2020,DCC-STOKE HILL IN-CP0711144GBP,TESCO STORES 5930,12.05,0,General Retail and Wholesale,Grocery stores
13/03/2020,DCC-STOKE HILL IN-CP0711144GBP,APPLE STORE R279,331.2,0,General Retail and Wholesale,Electronics shops
13/03/2020,DCC-STOKE HILL IN-CP0711144GBP,BOOTS THE CHEMIST,4.7,0,Medical Supplies and Services,Chemists & pharmacies
15/03/2020,DCC-STOKE HILL IN-CP0711144GBP,BERNAVILLE NURSERI,34.95,0,Estate and Garden Services,Lawn & garden supply/nursery
16/03/2020,DCC-STOKE HILL IN-CP0711144GBP,HCT TURF LLP,86.4,0,Estate and Garden Services,Lawn & garden supply/nursery
20/03/2020,DCC-STOKE HILL IN-CP0711144GBP,TESCO STORES 5930,7,0,General Retail and Wholesale,Grocery stores
21/03/2020,DCC-STOKE HILL IN-CP0711144GBP,COL OF TEACHING,45,0,Clubs/Associations/Organisations,Charitable organisations
24/02/2020,DCC-STOKE HILL JU-CP0711150GBP,O2,47.02,0,Telecommunication Services,Phone services
28/02/2020,DCC-STOKE HILL JU-CP0711150GBP,PETS AT HOME LTD,58,0,General Retail and Wholesale,"Pet shops, food & supply"
02/03/2020,DCC-STOKE HILL JU-CP0711150GBP,WWW.VOUCHEREXPRESS.CO.,20,0,General Retail and Wholesale,"Gift, card & novelty shops"
19/03/2020,DCC-STOKE HILL JU-CP0711150GBP,O2,56.7,0,Telecommunication Services,Phone services
23/02/2020,DCC-TEIGNBRIDGE C-CP0687056GBP,WM MORRISONS STORE,26,0,General Retail and Wholesale,Grocery stores
21/02/2020,DCC-WELLAND HOUSE-CP0770668GBP,TESCO STORES 6269,81.59,0,General Retail and Wholesale,Grocery stores
24/02/2020,DCC-WELLAND HOUSE-CP0770668GBP,TESCO STORES 6269,94.04,0,General Retail and Wholesale,Grocery stores
28/02/2020,DCC-WELLAND HOUSE-CP0770668GBP,TESCO STORES 6269,84.42,0,General Retail and Wholesale,Grocery stores
02/03/2020,DCC-WELLAND HOUSE-CP0770668GBP,TESCO STORES 6269,88.14,0,General Retail and Wholesale,Grocery stores
02/03/2020,DCC-WELLAND HOUSE-CP0770668GBP,AMZNMktplace,18.96,0,General Retail and Wholesale,Miscellaneous retail
06/03/2020,DCC-WELLAND HOUSE-CP0770668GBP,TESCO PAY AT PUMP 4205,48,0,Automotive Fuel,Automated fuel dispensers
06/03/2020,DCC-WELLAND HOUSE-CP0770668GBP,TESCO STORES 6269,46.38,0,General Retail and Wholesale,Grocery stores
08/03/2020,DCC-WELLAND HOUSE-CP0770668GBP,AMZNMktplace,57.98,0,General Retail and Wholesale,Miscellaneous retail
08/03/2020,DCC-WELLAND HOUSE-CP0770668GBP,HOME BARGAINS,60.81,0,General Retail and Wholesale,Hardware stores
08/03/2020,DCC-WELLAND HOUSE-CP0770668GBP,SAINSBURY'S S/MKT,12,0,General Retail and Wholesale,Grocery stores
09/03/2020,DCC-WELLAND HOUSE-CP0770668GBP,TESCO STORES 6269,102.32,0,General Retail and Wholesale,Grocery stores
11/03/2020,DCC-WELLAND HOUSE-CP0770668GBP,CO-OP GROUP 380629,5.55,0,General Retail and Wholesale,Grocery stores
12/03/2020,DCC-WELLAND HOUSE-CP0770668GBP,PAYPAL  PLAYLEARNLT EB,21.48,0,General Retail and Wholesale,Art & craft shops
12/03/2020,DCC-WELLAND HOUSE-CP0770668GBP,PAYPAL  SHANYMM EBAY S,13.99,0,General Retail and Wholesale,Art & craft shops
12/03/2020,DCC-WELLAND HOUSE-CP0770668GBP,PAYPAL  BABYBUBBLES EB,19.99,0,Leisure Activities,"Bands, orchestras & misc entertainment"
13/03/2020,DCC-WELLAND HOUSE-CP0770668GBP,TESCO PAY AT PUMP 3879,44.56,0,Automotive Fuel,Automated fuel dispensers
13/03/2020,DCC-WELLAND HOUSE-CP0770668GBP,ASDA  STORES 4399,20.43,0,General Retail and Wholesale,Grocery stores
14/03/2020,DCC-WELLAND HOUSE-CP0770668GBP,AMZNMktplace,118.86,0,General Retail and Wholesale,Miscellaneous retail
14/03/2020,DCC-WELLAND HOUSE-CP0770668GBP,B & M RETAIL,15.79,0,General Retail and Wholesale,Discount stores
14/03/2020,DCC-WELLAND HOUSE-CP0770668GBP,HOME BARGAINS,7.46,0,General Retail and Wholesale,Hardware stores
14/03/2020,DCC-WELLAND HOUSE-CP0770668GBP,W M MORRISON STORE,5.85,0,General Retail and Wholesale,Grocery stores
16/03/2020,DCC-WELLAND HOUSE-CP0770668GBP,AMZNMktplace,29.99,0,General Retail and Wholesale,Miscellaneous retail
16/03/2020,DCC-WELLAND HOUSE-CP0770668GBP,TESCO STORES 6269,151.34,0,General Retail and Wholesale,Grocery stores
16/03/2020,DCC-WELLAND HOUSE-CP0770668GBP,TESCO STORES 6269,22.39,0,General Retail and Wholesale,Grocery stores
18/03/2020,DCC-WELLAND HOUSE-CP0770668GBP,ASDA  STORES 4399,45.55,0,General Retail and Wholesale,Grocery stores
18/03/2020,DCC-WELLAND HOUSE-CP0770668GBP,ICELAND,34,0,General Retail and Wholesale,Grocery stores
18/03/2020,DCC-WELLAND HOUSE-CP0770668GBP,THE PILTON FRYER,10.5,0,Restaurants and Bars,Fast food restaurants
19/03/2020,DCC-WELLAND HOUSE-CP0770668GBP,TESCO STORES 6269,133.43,0,General Retail and Wholesale,Grocery stores
19/03/2020,DCC-WELLAND HOUSE-CP0770668GBP,PAYPAL  HOUSEWARELT EB,8.95,0,Miscellaneous Industrial/Commercial Supplies,Hardware Equipment & Suppliers
20/03/2020,DCC-WELLAND HOUSE-CP0770668GBP,ASDA STORES 4399,41.02,0,Automotive Fuel,Automated fuel dispensers
20/03/2020,DCC-WELLAND HOUSE-CP0770668GBP,THE WORKS,10,0,General Retail and Wholesale,Discount stores
21/03/2020,DCC-WELLAND HOUSE-CP0770668GBP,AMZNMktplace,12.99,0,General Retail and Wholesale,Miscellaneous retail
21/03/2020,DCC-WELLAND HOUSE-CP0770668GBP,ARGOS LTD,10.95,0,General Retail and Wholesale,Discount stores
23/02/2020,DECOY PRIMARY-CP0636389GBP,TESCO STORE 2487,86.35,0,General Retail and Wholesale,Grocery stores
24/02/2020,DECOY PRIMARY-CP0636389GBP,PLASTICS FOR GAMES LTD,248.4,0,Miscellaneous Industrial/Commercial Supplies,Misc commercial machines equipment
25/02/2020,DECOY PRIMARY-CP0636389GBP,MOLE VALLEY FARMERS,354.96,0,Building Materials,Timber & building supplies
28/02/2020,DECOY PRIMARY-CP0636389GBP,TESCO STORE 2920,50.18,0,General Retail and Wholesale,Grocery stores
04/03/2020,DECOY PRIMARY-CP0636389GBP,HOBBYCRAFT,2,0,General Retail and Wholesale,Art & craft shops
05/03/2020,DECOY PRIMARY-CP0636389GBP,SAINSBURYS S/MKTS,25.15,0,General Retail and Wholesale,Grocery stores
05/03/2020,DECOY PRIMARY-CP0636389GBP,PARCEL2GO.COM LTD,17.04,0,Mail and Courier Services,Courier services / freight forwarders
06/03/2020,DECOY PRIMARY-CP0636389GBP,TESCO STORE 2920,72.43,0,General Retail and Wholesale,Grocery stores
08/03/2020,DECOY PRIMARY-CP0636389GBP,SAINSBURYS S/MKTS,27,0,General Retail and Wholesale,Grocery stores
11/03/2020,DECOY PRIMARY-CP0636389GBP,HOME BARGAINS,13.77,0,General Retail and Wholesale,Hardware stores
15/03/2020,DECOY PRIMARY-CP0636389GBP,TESCO STORE 2920,60.01,0,General Retail and Wholesale,Grocery stores
16/03/2020,DECOY PRIMARY-CP0636389GBP,ALDI STORES,16.37,0,General Retail and Wholesale,Grocery stores
16/03/2020,DECOY PRIMARY-CP0636389GBP,TESCO STORE 2920,16.38,0,General Retail and Wholesale,Grocery stores
17/03/2020,DECOY PRIMARY-CP0636389GBP,WESTCOUNTRY FRT SAL VT,24.14,0,Catering and Catering Supplies,Misc Food stores
18/03/2020,DECOY PRIMARY-CP0636389GBP,WWW.EYFS.INFO,91.2,0,Miscellaneous Industrial/Commercial Supplies,Misc business services
21/02/2020,DEVON CC-RFI SILVERHILL,Amazon.co.uk L28CK0KZ5,35.94,0,Mail Order / Direct Selling,Direct sales companies
24/02/2020,DEVON CC-RFI SILVERHILL,AMZNMktplace,1.89,0,General Retail and Wholesale,Miscellaneous retail
24/02/2020,DEVON CC-RFI SILVERHILL,AMZNMKTPLACE AMAZON.CO.UK,8.38,0,General Retail and Wholesale,Miscellaneous retail
25/02/2020,DEVON CC-RFI SILVERHILL,AMZNMktplace,7.76,0,General Retail and Wholesale,Miscellaneous retail
25/02/2020,DEVON CC-RFI SILVERHILL,Amazon.co.uk IN2N79M55,96.38,0,Mail Order / Direct Selling,Direct sales companies
26/02/2020,DEVON CC-RFI SILVERHILL,AMZNMktplace,49.95,0,General Retail and Wholesale,Miscellaneous retail
03/03/2020,DEVON CC-RFI SILVERHILL,AMZNMKTPLACE AMAZON.CO.UK,34,0,General Retail and Wholesale,Miscellaneous retail
03/03/2020,DEVON CC-RFI SILVERHILL,AMZNMKTPLACE AMAZON.CO.UK,9.98,0,General Retail and Wholesale,Miscellaneous retail
05/03/2020,DEVON CC-RFI SILVERHILL,AMZNMKTPLACE AMAZON.CO.UK,25.99,0,General Retail and Wholesale,Miscellaneous retail
06/03/2020,DEVON CC-RFI SILVERHILL,AMZNMktplace,47.34,0,General Retail and Wholesale,Miscellaneous retail
09/03/2020,DEVON CC-RFI SILVERHILL,Amazon.co.uk EY3L45BF5,73.29,0,Mail Order / Direct Selling,Direct sales companies
16/03/2020,DEVON CC-RFI SILVERHILL,AMZNMktplace,51.48,0,General Retail and Wholesale,Miscellaneous retail
17/03/2020,DEVON CC-RFI SILVERHILL,AMZNMKTPLACE AMAZON.CO.UK,10.98,0,General Retail and Wholesale,Miscellaneous retail
18/03/2020,DEVON CC-RFI SILVERHILL,AMZNMKTPLACE AMAZON.CO.UK,64.55,0,General Retail and Wholesale,Miscellaneous retail
19/03/2020,DEVON CC-RFI SILVERHILL,AMZNMktplace,33.18,0,General Retail and Wholesale,Miscellaneous retail
24/02/2020,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,126.78,0,General Retail and Wholesale,Grocery stores
24/02/2020,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,84.42,0,General Retail and Wholesale,Grocery stores
26/02/2020,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,71.11,0,General Retail and Wholesale,Grocery stores
27/02/2020,DEVON COUNTY COUNCIL- MARLAND,EE LIMITED,163.58,0,Telecommunication Services,Phone services
02/03/2020,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,114.13,0,General Retail and Wholesale,Grocery stores
02/03/2020,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,122.27,0,General Retail and Wholesale,Grocery stores
03/03/2020,DEVON COUNTY COUNCIL- MARLAND,WWW.FERRYMAN.UK.CO,139.5,0,General Retail and Wholesale,Furniture & home furnishing
03/03/2020,DEVON COUNTY COUNCIL- MARLAND,TESCO SUBSCRIPTION,6.99,0,Mail Order / Direct Selling,Continuous subscriptions
05/03/2020,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,48.89,0,General Retail and Wholesale,Grocery stores
05/03/2020,DEVON COUNTY COUNCIL- MARLAND,WWW.DYNAMICSOUNDS.CO.,287.07,0,"Vehicles, Servicing and Spares",Automotive parts & accessories
06/03/2020,DEVON COUNTY COUNCIL- MARLAND,NATIONAL TRUST MEM,53.35,0,Clubs/Associations/Organisations,Charitable organisations
06/03/2020,DEVON COUNTY COUNCIL- MARLAND,AMZNMktplace,27.96,0,General Retail and Wholesale,Miscellaneous retail
06/03/2020,DEVON COUNTY COUNCIL- MARLAND,AMZNMktplace,8.99,0,General Retail and Wholesale,Miscellaneous retail
09/03/2020,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,-2,0,General Retail and Wholesale,Grocery stores
09/03/2020,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,144.5,0,General Retail and Wholesale,Grocery stores
09/03/2020,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,95.26,0,General Retail and Wholesale,Grocery stores
11/03/2020,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,47.14,0,General Retail and Wholesale,Grocery stores
14/03/2020,DEVON COUNTY COUNCIL- MARLAND,ADOBE CREATIVE CLOUD,298.02,0,Computer Equipment & Services,Computer software stores
16/03/2020,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,129.96,0,General Retail and Wholesale,Grocery stores
17/03/2020,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,97.88,0,General Retail and Wholesale,Grocery stores
09/03/2020,EAST DEVON OFFICE-CP0681221GBP,thetrainline.com,12.46,0,Travel - Air/Rail/Road,Passenger railways
16/03/2020,EAST DEVON OFFICE-CP0681221GBP,thetrainline.com,96.31,0,Travel - Air/Rail/Road,Passenger railways
25/02/2020,ELLEN TINKHAM SCH-CP0685619GBP,1&1 INTERNET LIMITED,6,0,Computer Equipment & Services,Computer network information services
28/02/2020,ELLEN TINKHAM SCH-CP0685619GBP,WWW.AVPARTMASTER.NET,114.05,0,General Retail and Wholesale,"Radio, TV & stereo repairs"
03/03/2020,ELLEN TINKHAM SCH-CP0685619GBP,AMZNMktplace,20.06,0,General Retail and Wholesale,Miscellaneous retail
03/03/2020,ELLEN TINKHAM SCH-CP0685619GBP,Amazon.co.uk 6I32S6ZP5,16.98,0,Mail Order / Direct Selling,Direct sales companies
10/03/2020,ELLEN TINKHAM SCH-CP0685619GBP,AMZNMktplace,4.97,0,General Retail and Wholesale,Miscellaneous retail
10/03/2020,ELLEN TINKHAM SCH-CP0685619GBP,AMZNMktplace,6.68,0,General Retail and Wholesale,Miscellaneous retail
12/03/2020,ELLEN TINKHAM SCH-CP0685619GBP,AMZNMktplace,7.5,0,General Retail and Wholesale,Miscellaneous retail
12/03/2020,ELLEN TINKHAM SCH-CP0685619GBP,AMZNMktplace,63.62,0,General Retail and Wholesale,Miscellaneous retail
19/03/2020,ELLEN TINKHAM SCH-CP0685619GBP,AMZ ID Cards Direct Lt,-16.95,0,General Retail and Wholesale,Miscellaneous retail
21/02/2020,EXE VALLEY FEDERA-CP0686094GBP,SPORTSDIRECT 861,10.5,0,General Retail and Wholesale,Sporting goods shops
24/02/2020,EXE VALLEY FEDERA-CP0686094GBP,CENTRAL CONVENIENCE,5.88,0,General Retail and Wholesale,Grocery stores
24/02/2020,EXE VALLEY FEDERA-CP0686094GBP,WWW.SIXTYSTORES.CO.UK,416,0,General Retail and Wholesale,Household appliance stores
24/02/2020,EXE VALLEY FEDERA-CP0686094GBP,AMAZON.CO.UK MR89Y1F04 AM,14.41,0,General Retail and Wholesale,Miscellaneous retail
24/02/2020,EXE VALLEY FEDERA-CP0686094GBP,TESCO STORES 5930,55.14,0,General Retail and Wholesale,Grocery stores
24/02/2020,EXE VALLEY FEDERA-CP0686094GBP,WM MORRISONS STORE,37.55,0,General Retail and Wholesale,Grocery stores
25/02/2020,EXE VALLEY FEDERA-CP0686094GBP,EAKERS DIY,17.63,0,Building Materials,Construction materials
25/02/2020,EXE VALLEY FEDERA-CP0686094GBP,AMZNMKTPLACE AMAZON.CO.UK,19.98,0,General Retail and Wholesale,Miscellaneous retail
26/02/2020,EXE VALLEY FEDERA-CP0686094GBP,POST OFFICE COUNTER,20,0,Mail and Courier Services,Postal services
27/02/2020,EXE VALLEY FEDERA-CP0686094GBP,AO RETAIL LIMITED,319,0,General Retail and Wholesale,Household appliance stores
27/02/2020,EXE VALLEY FEDERA-CP0686094GBP,POST OFFICE COUNTER,15.35,0,Mail and Courier Services,Postal services
27/02/2020,EXE VALLEY FEDERA-CP0686094GBP,Amazon.co.uk BA8AD49M5,9,0,Mail Order / Direct Selling,Direct sales companies
01/03/2020,EXE VALLEY FEDERA-CP0686094GBP,SOUTHERN CO-OP 0152,7.5,0,General Retail and Wholesale,Department stores
02/03/2020,EXE VALLEY FEDERA-CP0686094GBP,TESCO STORES 5930,78.72,0,General Retail and Wholesale,Grocery stores
02/03/2020,EXE VALLEY FEDERA-CP0686094GBP,Amazon.co.uk JZ05J2SB5,24.99,0,Mail Order / Direct Selling,Direct sales companies
03/03/2020,EXE VALLEY FEDERA-CP0686094GBP,CENTRAL CONVENIENCE,6.14,0,General Retail and Wholesale,Grocery stores
03/03/2020,EXE VALLEY FEDERA-CP0686094GBP,TESCO STORES 5930,-0.8,0,General Retail and Wholesale,Grocery stores
04/03/2020,EXE VALLEY FEDERA-CP0686094GBP,WWW.ICO.ORG.UK,40,0,Statutory Bodies,Government services
04/03/2020,EXE VALLEY FEDERA-CP0686094GBP,WWW.ICO.ORG.UK,40,0,Statutory Bodies,Government services
05/03/2020,EXE VALLEY FEDERA-CP0686094GBP,TESCO STORES 5930,26.9,0,General Retail and Wholesale,Grocery stores
07/03/2020,EXE VALLEY FEDERA-CP0686094GBP,AMZNMktplace,40.98,0,General Retail and Wholesale,Miscellaneous retail
09/03/2020,EXE VALLEY FEDERA-CP0686094GBP,TESCO STORES 5930,40.89,0,General Retail and Wholesale,Grocery stores
09/03/2020,EXE VALLEY FEDERA-CP0686094GBP,Amazon.co.uk 9245V0ZL5,26.08,0,Mail Order / Direct Selling,Direct sales companies
10/03/2020,EXE VALLEY FEDERA-CP0686094GBP,IZ  Berry Dairy General S,5.54,0,Catering and Catering Supplies,Misc Food stores
10/03/2020,EXE VALLEY FEDERA-CP0686094GBP,CENTRAL CONVENIENCE,2,0,General Retail and Wholesale,Grocery stores
10/03/2020,EXE VALLEY FEDERA-CP0686094GBP,TESCO STORES 5930,3,0,General Retail and Wholesale,Grocery stores
10/03/2020,EXE VALLEY FEDERA-CP0686094GBP,TESCO STORES 5930,28.8,0,General Retail and Wholesale,Grocery stores
11/03/2020,EXE VALLEY FEDERA-CP0686094GBP,ARGOS LTD,20.99,0,General Retail and Wholesale,Discount stores
12/03/2020,EXE VALLEY FEDERA-CP0686094GBP,POST OFFICE COUNTER,20,0,Mail and Courier Services,Postal services
